console_display,full_title,total_search_results,tune_title,tune_slug,composer,meter,incipit,key,place_of_origin,copyright,num_hymnals,midi_url,recording_url,pdf_url,hymnary_url
AsWith Gladness,As with Gladness Men of Old,10,ELTHAM (Mason),eltham_mason,Lowell Mason (1840),7.7.7.7 D,51315 53513 12321,G Major,,Public Domain,89,https://hymnary.org/media/fetch/84824,,https://hymnary.org/media/fetch/112407,https://hymnary.org/tune/eltham_mason
AtCross Station,At the Cross Her Station Keeping,10,STABAT MATER (Mainz),stabat_mater_mainz,,8.8.7.8.8.7,12323 54332 17676,,,Public Domain,73,https://hymnary.org/media/fetch/80911,https://hymnary.org/media/fetch/181060,https://hymnary.org/media/fetch/80912,https://hymnary.org/tune/stabat_mater_mainz
AtCross Station,At the Cross Her Station Keeping,10,STABAT MATER (Dykes),stabat_mater_dykes,John Bacchus Dykes (1875),8.8.7.8.8.7,12314 33112 31433,F Major,,Public Domain,32,https://hymnary.org/media/fetch/105136,https://hymnary.org/media/fetch/183901,https://hymnary.org/media/fetch/105138,https://hymnary.org/tune/stabat_mater_dykes
AtCross Station,At the Cross Her Station Keeping,10,CHRISTI MUTTER STUND VOR SCHMERZEN,christi_mutter_stund_vor_schmerzen,,8.8.7,55654 35354 33432,F Major,,Public Domain,11,https://hymnary.org/media/fetch/114274,https://hymnary.org/media/fetch/183168,https://hymnary.org/media/fetch/114276,https://hymnary.org/tune/christi_mutter_stund_vor_schmerzen
AtCross Station,At the Cross Her Station Keeping,10,STABAT MATER (33234),stabat_mater_33234,,Irregular,33234 33233 23433,F Major,,Public Domain,10,,,,https://hymnary.org/tune/stabat_mater_33234
AtCross Station,At the Cross Her Station Keeping,10,[Stabat mater dolorosa] (12323),stabat_mater_12323,,8.9.8.9.8.8,12323 54332 17621,F Major/G Major or modal,,Public Domain,9,,https://hymnary.org/media/fetch/194602,https://hymnary.org/media/fetch/194600,https://hymnary.org/tune/stabat_mater_12323
AtLambs HighFeast,At the Lamb's High Feast We Sing,10,ST. GEORGE'S WINDSOR (Elvey),st_georges_windsor_elvey,George J. Elvey (1856),7.7.7.7,33531 23335 31233,G Major,England,Public Domain,720,https://hymnary.org/media/fetch/80592,https://hymnary.org/media/fetch/222529,https://hymnary.org/media/fetch/80593,https://hymnary.org/tune/st_georges_windsor_elvey
AtLambs HighFeast,At the Lamb's High Feast We Sing,10,PLEYEL'S HYMN,pleyels_hymn,Ignaz Pleyel (1790),7.7.7.7,35234 23352 34212,G Major,,Public Domain,677,https://hymnary.org/media/fetch/81991,https://hymnary.org/media/fetch/181474,https://hymnary.org/media/fetch/81992,https://hymnary.org/tune/pleyels_hymn
AtLambs HighFeast,At the Lamb's High Feast We Sing,10,HORTON (Schnyder von Wartensee),horton_schnydervonwartensee,Franz Xaver Schnyder von Wartensee (1826),7.7.7.7,51311 65542 31657,A Major,,Public Domain,451,https://hymnary.org/media/fetch/124371,https://hymnary.org/media/fetch/182627,https://hymnary.org/media/fetch/124373,https://hymnary.org/tune/horton_schnydervonwartensee
AtLambs HighFeast,At the Lamb's High Feast We Sing,10,MONKLAND,monkland_antes,John Antes (1790),7.7.7.7,13534 56713 32176,B♭ Major/C Major,,Public Domain,262,https://hymnary.org/media/fetch/80030,https://hymnary.org/media/fetch/199023,https://hymnary.org/media/fetch/80031,https://hymnary.org/tune/monkland_antes
AtLambs HighFeast,At the Lamb's High Feast We Sing,10,SALZBURG (Hintze),salzburg_hintze,Jakob Hintze (1678),7.7.7.7 D,51565 43554 32215,B♭ Major/C Major,,Public Domain,209,https://hymnary.org/media/fetch/81984,https://hymnary.org/media/fetch/221605,https://hymnary.org/media/fetch/81985,https://hymnary.org/tune/salzburg_hintze
AwayinAManger-A,Away in a Manger - A,10,MUELLER (Murray),mueller_murray,James R. Murray (1887),11.11.11.11,55433 21176 55565,F Major/G Major or modal,,Public Domain,269,https://hymnary.org/media/fetch/80181,https://hymnary.org/media/fetch/222386,https://hymnary.org/media/fetch/80182,https://hymnary.org/tune/mueller_murray
AwayinAManger-A,Away in a Manger - A,10,CRADLE SONG (Kirkpatrick),cradle_song_kirkpatrick,William J. Kirkpatrick (1895),11.11.11.11,51123 11345 56423,F Major,,Public Domain,147,https://hymnary.org/media/fetch/80178,https://hymnary.org/media/fetch/222387,https://hymnary.org/media/fetch/80179,https://hymnary.org/tune/cradle_song_kirkpatrick
AwayinAManger-A,Away in a Manger - A,10,CRANHAM,cranham_holst,Gustav Holst (1906),6.5.6.5 D,34532 12326 23453,F Major,England,Public Domain,91,https://hymnary.org/media/fetch/82031,https://hymnary.org/media/fetch/222176,https://hymnary.org/media/fetch/82032,https://hymnary.org/tune/cranham_holst
AwayinAManger-A,Away in a Manger - A,10,AFTON WATER (Spilman),afton_water_spilman,Jonathan E. Spilman (1834),11.11.11.11 D,51132 11561 65511,A♭ Major/A Major,,Public Domain,84,https://hymnary.org/media/fetch/108190,https://hymnary.org/media/fetch/185827,https://hymnary.org/media/fetch/108192,https://hymnary.org/tune/afton_water_spilman
AwayinAManger-A,Away in a Manger - A,10,[Away in a manger] (Gabriel),away_in_a_manger_gabriel,Chas. H. Gabriel (1893),,55435 43212 33432,D Major,,Public Domain,25,https://hymnary.org/media/fetch/147630,,,https://hymnary.org/tune/away_in_a_manger_gabriel
AwayinAManger-B,Away in a Manger - B,10,MUELLER (Murray),mueller_murray,James R. Murray (1887),11.11.11.11,55433 21176 55565,F Major/G Major or modal,,Public Domain,269,https://hymnary.org/media/fetch/80181,https://hymnary.org/media/fetch/222386,https://hymnary.org/media/fetch/80182,https://hymnary.org/tune/mueller_murray
AwayinAManger-B,Away in a Manger - B,10,CRADLE SONG (Kirkpatrick),cradle_song_kirkpatrick,William J. Kirkpatrick (1895),11.11.11.11,51123 11345 56423,F Major,,Public Domain,147,https://hymnary.org/media/fetch/80178,https://hymnary.org/media/fetch/222387,https://hymnary.org/media/fetch/80179,https://hymnary.org/tune/cradle_song_kirkpatrick
AwayinAManger-B,Away in a Manger - B,10,CRANHAM,cranham_holst,Gustav Holst (1906),6.5.6.5 D,34532 12326 23453,F Major,England,Public Domain,91,https://hymnary.org/media/fetch/82031,https://hymnary.org/media/fetch/222176,https://hymnary.org/media/fetch/82032,https://hymnary.org/tune/cranham_holst
AwayinAManger-B,Away in a Manger - B,10,AFTON WATER (Spilman),afton_water_spilman,Jonathan E. Spilman (1834),11.11.11.11 D,51132 11561 65511,A♭ Major/A Major,,Public Domain,84,https://hymnary.org/media/fetch/108190,https://hymnary.org/media/fetch/185827,https://hymnary.org/media/fetch/108192,https://hymnary.org/tune/afton_water_spilman
AwayinAManger-B,Away in a Manger - B,10,[Away in a manger] (Gabriel),away_in_a_manger_gabriel,Chas. H. Gabriel (1893),,55435 43212 33432,D Major,,Public Domain,25,https://hymnary.org/media/fetch/147630,,,https://hymnary.org/tune/away_in_a_manger_gabriel
BeJoyfulMary,"Be Joyful, Mary",10,FINLANDIA,finlandia,Jean Sibelius (1899),10.10.10.10.10.10,32343 23122 33234,E♭ Major,Finland,"P. D. in the U.S. and Canada, © Breitkopf & Härtel in other territories of the world",336,,https://hymnary.org/media/fetch/199237,,https://hymnary.org/tune/finlandia
BeJoyfulMary,"Be Joyful, Mary",10,SLANE,slane,Anonymous,10.10.10.10,11216 56112 32222,E♭ Major,Ireland,Public Domain,288,https://hymnary.org/media/fetch/80535,https://hymnary.org/media/fetch/223212,https://hymnary.org/media/fetch/96246,https://hymnary.org/tune/slane
BeJoyfulMary,"Be Joyful, Mary",10,PEACE BE STILL (Palmer),peace_be_still_palmer,H. R. Palmer (1871),Irregular,56551 32617 65453,C Major,,Public Domain,243,https://hymnary.org/media/fetch/81934,https://hymnary.org/media/fetch/180027,https://hymnary.org/media/fetch/81935,https://hymnary.org/tune/peace_be_still_palmer
BeJoyfulMary,"Be Joyful, Mary",10,GREENSLEEVES,greensleeves,,8.7.8.7.6.8.6.7,13456 54271 23117,e minor,,Public Domain,196,https://hymnary.org/media/fetch/82274,https://hymnary.org/media/fetch/222392,https://hymnary.org/media/fetch/82275,https://hymnary.org/tune/greensleeves
BeJoyfulMary,"Be Joyful, Mary",10,JUDAS MACCABEUS,judas_maccabeus_handel_53451,George Frideric Handel (1748),5.5.6.5.6.5.6.5. with refrain,53451 23454 32345,D Major,Germany,Public Domain,164,https://hymnary.org/media/fetch/82820,https://hymnary.org/media/fetch/222163,https://hymnary.org/media/fetch/82821,https://hymnary.org/tune/judas_maccabeus_handel_53451
BeStillMy Soul,Be Still My Soul,10,FOUNDATION (American),foundation_american,Anonymous,11.11.11.11,56161 51131 35561,A♭ Major,United States,Public Domain,599,https://hymnary.org/media/fetch/80950,https://hymnary.org/media/fetch/84924,https://hymnary.org/media/fetch/80951,https://hymnary.org/tune/foundation_american
BeStillMy Soul,Be Still My Soul,10,ELLESDIE,ellesdie_mozart,,8.7.8.7 D,11113 22112 22243,A Major,,Public Domain,539,https://hymnary.org/media/fetch/81476,https://hymnary.org/media/fetch/84330,https://hymnary.org/media/fetch/81477,https://hymnary.org/tune/ellesdie_mozart
BeStillMy Soul,Be Still My Soul,10,FINLANDIA,finlandia,Jean Sibelius (1899),10.10.10.10.10.10,32343 23122 33234,E♭ Major,Finland,"P. D. in the U.S. and Canada, © Breitkopf & Härtel in other territories of the world",336,,https://hymnary.org/media/fetch/199237,,https://hymnary.org/tune/finlandia
BeStillMy Soul,Be Still My Soul,10,SLANE,slane,Anonymous,10.10.10.10,11216 56112 32222,E♭ Major,Ireland,Public Domain,288,https://hymnary.org/media/fetch/80535,https://hymnary.org/media/fetch/223212,https://hymnary.org/media/fetch/96246,https://hymnary.org/tune/slane
BeStillMy Soul,Be Still My Soul,10,LAND OF REST (American),land_of_rest_american,W. S. Turner (1866),8.6.8.6,51123 51165 51123,F Major,United States,Public Domain,197,https://hymnary.org/media/fetch/81215,https://hymnary.org/media/fetch/199092,https://hymnary.org/media/fetch/81216,https://hymnary.org/tune/land_of_rest_american
Be Thou My Vision,Be Thou My Vision,10,DUNDEE (Ravenscroft),dundee_ravenscroft,,8.6.8.6,13451 23432 11715,E♭ Major,,Public Domain,940,https://hymnary.org/media/fetch/81085,https://hymnary.org/media/fetch/222233,https://hymnary.org/media/fetch/81086,https://hymnary.org/tune/dundee_ravenscroft
Be Thou My Vision,Be Thou My Vision,10,BEECHER,beecher_zundel,John Zundel (1870),8.7.8.7 D,55653 23217 61654,B♭ Major,,Public Domain,892,https://hymnary.org/media/fetch/79963,https://hymnary.org/media/fetch/222474,https://hymnary.org/media/fetch/79964,https://hymnary.org/tune/beecher_zundel
Be Thou My Vision,Be Thou My Vision,10,BEATITUDO,beatitudo_dykes,John Bacchus Dykes (1875),8.6.8.6,12353 14367 13222,A♭ Major,,Public Domain,504,https://hymnary.org/media/fetch/81345,https://hymnary.org/media/fetch/221959,https://hymnary.org/media/fetch/81346,https://hymnary.org/tune/beatitudo_dykes
Be Thou My Vision,Be Thou My Vision,10,SLANE,slane,Anonymous,10.10.10.10,11216 56112 32222,E♭ Major,Ireland,Public Domain,288,https://hymnary.org/media/fetch/80535,https://hymnary.org/media/fetch/223212,https://hymnary.org/media/fetch/96246,https://hymnary.org/tune/slane
Be Thou My Vision,Be Thou My Vision,10,PENITENTIA (Dearle),penitentia_dearle,Edward Dearle (1880),10.10.10.10,33451 22343 32165,E♭ Major,,Public Domain,77,https://hymnary.org/media/fetch/81977,https://hymnary.org/media/fetch/222767,https://hymnary.org/media/fetch/81978,https://hymnary.org/tune/penitentia_dearle
Because He Lives,Because He Lives,10,LEOMINSTER (Martin),leominster_martin,G. W. Martin (1862),6.6.8.6 D,33333 44222 32233,D Major,,Public Domain,189,https://hymnary.org/media/fetch/82385,https://hymnary.org/media/fetch/152753,https://hymnary.org/media/fetch/82386,https://hymnary.org/tune/leominster_martin
Because He Lives,Because He Lives,10,RESURRECTION (Gaither),resurrection_gaither,Bill Gaither (1971),Irregular with refrain,53451 32162 16565,A♭ Major,,© 1971 Hanna Street Music (BMI) (admin. at CapitolCMGPublishing.com),83,,https://hymnary.org/media/fetch/199174,,https://hymnary.org/tune/resurrection_gaither
Because He Lives,Because He Lives,10,"FREELY, FREELY",freely_freely_owens,Carol Owens (1972),9.9.9.9 with refrain,12321 14322 34322,E♭ Major,,© 1972 Bud John Songs (ASCAP)(admin. by EMI CMG Publishing).,27,,https://hymnary.org/media/fetch/199197,,https://hymnary.org/tune/freely_freely_owens
Because He Lives,Because He Lives,10,CENTRAL,central_sosa,Pablo D. Sosa (1960),8.7.8.7 D,17113 23354 34231,e minor,,"© 1962, GIA Publications, Inc.",21,,https://hymnary.org/media/fetch/199132,,https://hymnary.org/tune/central_sosa
Because He Lives,Because He Lives,10,SEMINARY,seminary_landgrave,J. Phillip Landgrave (1975),8.4.8.4.8.8.8,55555 66665 23511,A♭ Major,,© 1975 Broadman Press,7,,,,https://hymnary.org/tune/seminary_landgrave
Beneath CrosJesus,Beneath the Cross of Jesus,10,CANONBURY,canonbury_schumann,Robert Schumann (1839),8.8.8.8,53334 32123 56712,G Major,Germany,Public Domain,674,https://hymnary.org/media/fetch/80705,https://hymnary.org/media/fetch/222180,https://hymnary.org/media/fetch/80706,https://hymnary.org/tune/canonbury_schumann
Beneath CrosJesus,Beneath the Cross of Jesus,10,PASSION CHORALE (Hassler),passion_chorale_hassler,Hans Leo Hassler (1601),7.6.7.6 D,51765 45233 221,a minor,,Public Domain,598,https://hymnary.org/media/fetch/80244,https://hymnary.org/media/fetch/222220,https://hymnary.org/media/fetch/80245,https://hymnary.org/tune/passion_chorale_hassler
Beneath CrosJesus,Beneath the Cross of Jesus,10,ST. CHRISTOPHER (Maker),st_christopher_maker,Frederick C. Maker (1881),7.6.8.6.8.6.8.6,55546 53123 443,D♭ Major,England,Public Domain,450,https://hymnary.org/media/fetch/80887,https://hymnary.org/media/fetch/222408,https://hymnary.org/media/fetch/80888,https://hymnary.org/tune/st_christopher_maker
Beneath CrosJesus,Beneath the Cross of Jesus,10,CRUCIFER (Nicholson),crucifer_nicholson,Sydney H. Nicholson (1916),10.10.10.10,51545 34562 23516,B♭ Major,,Public Domain,112,https://hymnary.org/media/fetch/81426,https://hymnary.org/media/fetch/198989,https://hymnary.org/media/fetch/81427,https://hymnary.org/tune/crucifer_nicholson
Beneath CrosJesus,Beneath the Cross of Jesus,10,STABAT MATER (Mainz),stabat_mater_mainz,,8.8.7.8.8.7,12323 54332 17676,,,Public Domain,73,https://hymnary.org/media/fetch/80911,https://hymnary.org/media/fetch/181060,https://hymnary.org/media/fetch/80912,https://hymnary.org/tune/stabat_mater_mainz
Beyondthe Sunset,Beyond the Sunset,10,ELLACOMBE,ellacombe,,7.6.7.6 D,51765 13455 67122,A Major,,Public Domain,677,https://hymnary.org/media/fetch/81473,https://hymnary.org/media/fetch/223262,https://hymnary.org/media/fetch/81474,https://hymnary.org/tune/ellacombe
Beyondthe Sunset,Beyond the Sunset,10,MATERNA,materna_ward,Samuel A. Ward (1882),8.6.8.6,55335 52234 56755,C Major,,Public Domain,561,https://hymnary.org/media/fetch/81267,https://hymnary.org/media/fetch/222834,https://hymnary.org/media/fetch/81268,https://hymnary.org/tune/materna_ward
Beyondthe Sunset,Beyond the Sunset,10,JUANITA (54332),juanita_spanish,Anonymous,,54332 23443 65543,E♭ Major,,Public Domain,127,https://hymnary.org/media/fetch/116338,,https://hymnary.org/media/fetch/116340,https://hymnary.org/tune/juanita_spanish
Beyondthe Sunset,Beyond the Sunset,10,[Beyond the sunset O blissful morning],beyond_the_sunset_o_blissful_brock,Blanche Kerr Brock (1936),,51365 17132 57265,D Major,,"© 1936, renewed 1964, Rodeheaver Co., a div. or Word Music",69,,,,https://hymnary.org/tune/beyond_the_sunset_o_blissful_brock
Beyondthe Sunset,Beyond the Sunset,10,CASTLE RISING,castle_rising_hervey,Frederick A. J. Hervey (1867),8.6.8.6 D,34326 17677 11223,E♭ Major,,Public Domain,42,https://hymnary.org/media/fetch/189063,,,https://hymnary.org/tune/castle_rising_hervey
BlessedAssurance,"Blessed Assurance, Jesus is Mine!",10,ASSURANCE (Knapp),blessed_assurance_jesus_is_mine_knapp,Phoebe Palmer Knapp (1873),9.10.9.9 with refrain,32155 45655 35177,D Major,,Public Domain,847,https://hymnary.org/media/fetch/80819,https://hymnary.org/media/fetch/222520,https://hymnary.org/media/fetch/80820,https://hymnary.org/tune/blessed_assurance_jesus_is_mine_knapp
BlessedAssurance,"Blessed Assurance, Jesus is Mine!",10,HE LEADETH ME (Bradbury),he_leadeth_me_bradbury,William B. Bradbury (1864),8.8.8.8 D,53215 64465 33213,D Major,,Public Domain,728,https://hymnary.org/media/fetch/80554,https://hymnary.org/media/fetch/222237,https://hymnary.org/media/fetch/80555,https://hymnary.org/tune/he_leadeth_me_bradbury
BlessedAssurance,"Blessed Assurance, Jesus is Mine!",10,LUNDIE (Perkins),lundie_perkins,Theodore E. Perkins,6.4.6.4.6.6.6.4,56532 12123 55651,E♭ Major,,Public Domain,265,https://hymnary.org/media/fetch/82827,https://hymnary.org/media/fetch/181891,https://hymnary.org/media/fetch/82828,https://hymnary.org/tune/lundie_perkins
BlessedAssurance,"Blessed Assurance, Jesus is Mine!",10,KIRKPATRICK (Kirkpatrick),kirkpatrick_kirkpatrick_55433,William J. Kirkpatrick (1890),11.8.11.8 with refrain,55433 21666 55543,D Major,,Public Domain,233,https://hymnary.org/media/fetch/81126,https://hymnary.org/media/fetch/222369,https://hymnary.org/media/fetch/81127,https://hymnary.org/tune/kirkpatrick_kirkpatrick_55433
BlessedAssurance,"Blessed Assurance, Jesus is Mine!",10,ST. COLUMBA (Irish),st_columba_irish,,8.7.8.7,12345 45321 12345,D Major/E♭ Major,Ireland,Public Domain,217,https://hymnary.org/media/fetch/82433,https://hymnary.org/media/fetch/222461,https://hymnary.org/media/fetch/82434,https://hymnary.org/tune/st_columba_irish
Blessed Jesus Word,"Blessed Jesus, at Your Word",10,ST. THEODULPH (Teschner),st_theodulph_teschner,Melchior Teschner (1613),7.6.7.6 D,15567 11321 17151,B♭ Major/C Major,,Public Domain,661,https://hymnary.org/media/fetch/80070,https://hymnary.org/media/fetch/222218,https://hymnary.org/media/fetch/80071,https://hymnary.org/tune/st_theodulph_teschner
Blessed Jesus Word,"Blessed Jesus, at Your Word",10,"CHRISTUS, DER IST MEIN LEBEN (Vulpius)",christus_der_ist_mein_leben_vulpius,Melchior Vulpius (1609),7.6.7.6,13234 53654 32356,E♭ Major,,Public Domain,369,https://hymnary.org/media/fetch/83518,https://hymnary.org/media/fetch/222170,https://hymnary.org/media/fetch/83519,https://hymnary.org/tune/christus_der_ist_mein_leben_vulpius
Blessed Jesus Word,"Blessed Jesus, at Your Word",10,LIEBSTER JESU (Ahle),liebster_jesu_ahle,Johann Rudolf Ahle (1664),7.8.7.8.8.8,31253 12176 12321,A Major,,Public Domain,292,https://hymnary.org/media/fetch/82376,https://hymnary.org/media/fetch/222205,https://hymnary.org/media/fetch/82377,https://hymnary.org/tune/liebster_jesu_ahle
